ICD code,ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
653.60,6789,65360,Hydrocephal fetus-unspec,"Hydrocephalic fetus causing disproportion, unspecified as to episode of care or not applicable"
653.61,6790,65361,Hydroceph fetus-deliver,"Hydrocephalic fetus causing disproportion, delivered, with or without mention of antepartum condition"
653.63,6791,65363,Hydroceph fetus-antepart,"Hydrocephalic fetus causing disproportion, antepartum condition or complication"
653.70,6792,65370,Oth abn fet disprop-unsp,"Other fetal abnormality causing disproportion, unspecified as to episode of care or not applicable"
653.71,6793,65371,Oth abn fet dispro-deliv,"Other fetal abnormality causing disproportion, delivered, with or without mention of antepartum condition"
653.73,6794,65373,Oth abn fet dispro-antep,"Other fetal abnormality causing disproportion, antepartum condition or complication"
653.80,6795,65380,Disproportion NEC-unspec,"Disproportion of other origin, unspecified as to episode of care or not applicable"
653.81,6796,65381,Disproportion NEC-deliv,"Disproportion of other origin, delivered, with or without mention of antepartum condition"
653.83,6797,65383,Dispropor NEC-antepartum,"Disproportion of other origin, antepartum condition or complication"
653.90,6798,65390,Disproportion NOS-unspec,"Unspecified disproportion, unspecified as to episode of care or not applicable"
653.91,6799,65391,Disproportion NOS-deliv,"Unspecified disproportion, delivered, with or without mention of antepartum condition"
653.93,6800,65393,Dispropor NOS-antepartum,"Unspecified disproportion, antepartum condition or complication"
654.00,6801,65400,Cong abn uter preg-unsp,"Congenital abnormalities of uterus, unspecified as to episode of care or not applicable"
654.01,6802,65401,Congen abn uterus-deliv,"Congenital abnormalities of uterus, delivered, with or without mention of antepartum condition"
654.02,6803,65402,Cong abn uter-del w p/p,"Congenital abnormalities of uterus, delivered, with mention of postpartum complication"
654.03,6804,65403,Congen abn uter-antepart,"Congenital abnormalities of uterus, antepartum condition or complication"
654.04,6805,65404,Congen abn uter-postpart,"Congenital abnormalities of uterus, postpartum condition or complication"
654.10,6806,65410,Uter tumor in preg-unsp,"Tumors of body of uterus, unspecified as to episode of care or not applicable"
654.11,6807,65411,Uterine tumor-delivered,"Tumors of body of uterus, delivered, with or without mention of antepartum condition"
654.12,6808,65412,Uterine tumor-del w p/p,"Tumors of body of uterus, delivered, with mention of postpartum complication"
654.13,6809,65413,Uterine tumor-antepartum,"Tumors of body of uterus, antepartum condition or complication"
654.14,6810,65414,Uterine tumor-postpartum,"Tumors of body of uterus, postpartum condition or complication"
654.20,6811,65420,Prev c-delivery unspec,"Previous cesarean delivery, unspecified as to episode of care or not applicable"
654.21,6812,65421,Prev c-delivery-delivrd,"Previous cesarean delivery, delivered, with or without mention of antepartum condition"
654.23,6813,65423,Prev c-delivery-antepart,"Previous cesarean delivery, antepartum condition or complication"
654.30,6814,65430,Retrovert uterus-unspec,"Retroverted and incarcerated gravid uterus, unspecified as to episode of care or not applicable"
654.31,6815,65431,Retrovert uterus-deliver,"Retroverted and incarcerated gravid uterus, delivered, with mention of antepartum condition"
654.32,6816,65432,Retrovert uter-del w p/p,"Retroverted and incarcerated gravid uterus, delivered, with mention of postpartum complication"
654.33,6817,65433,Retrovert uter-antepart,"Retroverted and incarcerated gravid uterus, antepartum condition or complication"
654.34,6818,65434,Retrovert uter-postpart,"Retroverted and incarcerated gravid uterus, postpartum condition or complication"
654.40,6819,65440,Abn grav uterus NEC-unsp,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, unspecified as to episode of care or not applicable"
654.41,6820,65441,Abn uterus NEC-delivered,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with or without mention of antepartum condition"
654.42,6821,65442,Abn uterus NEC-del w p/p,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with mention of postpartum complication"
654.43,6822,65443,Abn uterus NEC-antepart,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication"
654.44,6823,65444,Abn uterus NEC-postpart,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, postpartum condition or complication"
654.50,6824,65450,Cerv incompet preg-unsp,"Cervical incompetence, unspecified as to episode of care or not applicable"
654.51,6825,65451,Cervical incompet-deliv,"Cervical incompetence, delivered, with or without mention of antepartum condition"
654.52,6826,65452,Cerv incompet-del w p/p,"Cervical incompetence, delivered, with mention of postpartum complication"
654.53,6827,65453,Cerv incompet-antepartum,"Cervical incompetence, antepartum condition or complication"
654.54,6828,65454,Cerv incompet-postpartum,"Cervical incompetence, postpartum condition or complication"
654.60,6829,65460,Abn cervix NEC preg-unsp,"Other congenital or acquired abnormality of cervix, unspecified as to episode of care or not applicable"
654.61,6830,65461,Abn cervix NEC-delivered,"Other congenital or acquired abnormality of cervix, delivered, with or without mention of antepartum condition"
654.62,6831,65462,Abn cervix NEC-del w p/p,"Other congenital or acquired abnormality of cervix, delivered, with mention of postpartum complication"
654.63,6832,65463,Abn cervix NEC-antepart,"Other congenital or acquired abnormality of cervix, antepartum condition or complication"
654.64,6833,65464,Abn cervix NEC-postpart,"Other congenital or acquired abnormality of cervix, postpartum condition or complication"
654.70,6834,65470,Abn vagina in preg-unsp,"Congenital or acquired abnormality of vagina, unspecified as to episode of care or not applicable"
654.71,6835,65471,Abnorm vagina-delivered,"Congenital or acquired abnormality of vagina, delivered, with or without mention of antepartum condition"
654.72,6836,65472,Abnorm vagina-del w p/p,"Congenital or acquired abnormality of vagina, delivered, with mention of postpartum complication"
654.73,6837,65473,Abnorm vagina-antepartum,"Congenital or acquired abnormality of vagina, antepartum condition or complication"
654.74,6838,65474,Abnorm vagina-postpartum,"Congenital or acquired abnormality of vagina, postpartum condition or complication"
654.80,6839,65480,Abn vulva in preg-unspec,"Congenital or acquired abnormality of vulva, unspecified as to episode of care or not applicable"
654.81,6840,65481,Abnormal vulva-delivered,"Congenital or acquired abnormality of vulva, delivered, with or without mention of antepartum condition"
654.82,6841,65482,Abnormal vulva-del w p/p,"Congenital or acquired abnormality of vulva, delivered, with mention of postpartum complication"
654.83,6842,65483,Abnormal vulva-antepart,"Congenital or acquired abnormality of vulva, antepartum condition or complication"
654.84,6843,65484,Abnormal vulva-postpart,"Congenital or acquired abnormality of vulva, postpartum condition or complication"
654.90,6844,65490,Abn pel NEC in preg-unsp,"Other and unspecified abnormality of organs and soft tissues of pelvis, unspecified as to episode of care or not applicable"
654.91,6845,65491,Abn pelv org NEC-deliver,"Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with or without mention of antepartum condition"
654.92,6846,65492,Abn pelv NEC-deliv w p/p,"Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with mention of postpartum complication"
654.93,6847,65493,Abn pelv org NEC-antepar,"Other and unspecified abnormality of organs and soft tissues of pelvis, antepartum condition or complication"
654.94,6848,65494,Abn pelv org NEC-postpar,"Other and unspecified abnormality of organs and soft tissues of pelvis, postpartum condition or complication"
655.00,6849,65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
655.01,6850,65501,Fetal cns malform-deliv,"Central nervous system malformation in fetus, delivered, with or without mention of antepartum condition"
655.03,6851,65503,Fetal cns malfor-antepar,"Central nervous system malformation in fetus, antepartum condition or complication"
655.10,6852,65510,Fetal chromos abn-unspec,"Chromosomal abnormality in fetus, affecting management of mother, unspecified as to episode of care or not applicable"
655.11,6853,65511,Fetal chromoso abn-deliv,"Chromosomal abnormality in fetus, affecting management of mother, delivered, with or without mention of antepartum condition"
655.13,6854,65513,Fet chromo abn-antepart,"Chromosomal abnormality in fetus, affecting management of mother, antepartum condition or complication"
655.20,6855,65520,Famil heredit dis-unspec,"Hereditary disease in family possibly affecting fetus, affecting management of mother, unspecified as to episode of care or not applicable"
655.21,6856,65521,Famil heredit dis-deliv,"Hereditary disease in family possibly affecting fetus, affecting management of mother, delivered, with or without mention of antepartum condition"
655.23,6857,65523,Famil hered dis-antepart,"Hereditary disease in family possibly affecting fetus, affecting management of mother, antepartum condition or complication"
655.30,6858,65530,Fet damg d/t virus-unsp,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable"
655.31,6859,65531,Fet damg d/t virus-deliv,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition"
655.33,6860,65533,Fet damg d/t virus-antep,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, antepartum condition or complication"
655.40,6861,65540,Fet damg d/t dis-unspec,"Suspected damage to fetus from other disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable"
655.41,6862,65541,Fet damg d/t dis-deliver,"Suspected damage to fetus from other disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition"
655.43,6863,65543,Fet damg d/t dis-antepar,"Suspected damage to fetus from other disease in the mother, affecting management of mother, antepartum condition or complication"
655.50,6864,65550,Fetal damg d/t drug-unsp,"Suspected damage to fetus from drugs, affecting management of mother, unspecified as to episode of care or not applicable"
655.51,6865,65551,Fet damag d/t drug-deliv,"Suspected damage to fetus from drugs, affecting management of mother, delivered, with or without mention of antepartum condition"
655.53,6866,65553,Fet damg d/t drug-antepa,"Suspected damage to fetus from drugs, affecting management of mother, antepartum condition or complication"
655.60,6867,65560,Radiat fetal damag-unsp,"Suspected damage to fetus from radiation, affecting management of mother, unspecified as to episode of care or not applicable"
655.61,6868,65561,Radiat fetal damag-deliv,"Suspected damage to fetus from radiation, affecting management of mother, delivered,"
655.63,6869,65563,Radiat fet damag-antepar,"Suspected damage to fetus from radiation, affecting management of mother, antepartum condition or complication"
655.70,6870,65570,Decrease fetl movmt unsp,"Decreased fetal movements, affecting management of mother, unspecified as to episode of care"
655.71,6871,65571,Decrease fetal movmt del,"Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition"
655.73,6872,65573,Dec fetal movmt antepart,"Decreased fetal movements, affecting management of mother, antepartum condition or complication"
655.80,6873,65580,Fetal abnorm NEC-unspec,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, unspecified as to episode of care or not applicable"
655.81,6874,65581,Fetal abnorm NEC-deliver,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition"
655.83,6875,65583,Fetal abnorm NEC-antepar,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, antepartum condition or complication"
655.90,6876,65590,Fetal abnorm NOS-unspec,"Unspecified suspected fetal abnormality, affecting management of mother, unspecified as to episode of care or not applicable"
655.91,6877,65591,Fetal abnorm NOS-deliver,"Unspecified suspected fetal abnormality, affecting management of mother, delivered, with or without mention of antepartum condition"
655.93,6878,65593,Fetal abnorm NOS-antepar,"Unspecified suspected fetal abnormality, affecting management of mother, antepartum condition or complication"
656.00,6879,65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
656.01,6880,65601,Fetal-maternal hem-deliv,"Fetal-maternal hemorrhage, delivered, with or without mention of antepartum condition"
656.03,6881,65603,Fetal-matern hem-antepar,"Fetal-maternal hemorrhage, antepartum condition or complication"
656.10,6882,65610,Rh isoimmunization-unsp,"Rhesus isoimmunization, unspecified as to episode of care or not applicable"
656.11,6883,65611,Rh isoimmunizat-deliver,"Rhesus isoimmunization, delivered, with or without mention of antepartum condition"
656.13,6884,65613,Rh isoimmunizat-antepart,"Rhesus isoimmunization, antepartum condition or complication"
656.20,6885,65620,Abo isoimmunization-unsp,"Isoimmunization from other and unspecified blood-group incompatibility, unspecified as to episode of care or not applicable"
656.21,6886,65621,Abo isoimmunizat-deliver,"Isoimmunization from other and unspecified blood-group incompatibility, delivered, with or without mention of antepartum condition"
816.11,6887,81611,"Fx mid/prx phal, hand-op",Open fracture of middle or proximal phalanx or phalanges of hand
816.12,6888,81612,"Fx distal phal, hand-opn",Open fracture of distal phalanx or phalanges of hand
816.13,6889,81613,"Fx mult phalan, hand-opn",Open fracture of multiple sites of phalanx or phalanges of hand
817.0,6890,8170,Multiple fx hand-closed,Multiple closed fractures of hand bones
817.1,6891,8171,Multiple fx hand-open,Multiple open fractures of hand bones
818.0,6892,8180,Fx arm mult/NOS-closed,Ill-defined closed fractures of upper limb
818.1,6893,8181,Fx arm mult/NOS-open,Ill-defined open fractures of upper limb
819.0,6894,8190,Fx arms w rib/sternum-cl,"Multiple closed fractures involving both upper limbs, and upper limb with rib(s) and sternum"
819.1,6895,8191,Fx arms w rib/stern-open,"Multiple open fractures involving both upper limbs, and upper limb with rib(s) and sternum"
820.00,6896,82000,Fx femur intrcaps NOS-cl,"Closed fracture of intracapsular section of neck of femur, unspecified"
820.01,6897,82001,Fx up femur epiphy-clos,Closed fracture of epiphysis (separation) (upper) of neck of femur
820.02,6898,82002,"Fx femur, midcervic-clos",Closed fracture of midcervical section of neck of femur
820.03,6899,82003,Fx base femoral nck-clos,Closed fracture of base of neck of femur
820.09,6900,82009,Fx femur intrcaps NEC-cl,Other closed transcervical fracture of neck of femur
820.10,6901,82010,Fx femur intrcap NOS-opn,"Open fracture of intracapsular section of neck of femur, unspecified"
820.11,6902,82011,Fx up femur epiphy-open,Open fracture of epiphysis (separation) (upper) of neck of femur
820.12,6903,82012,"Fx femur, midcervic-open",Open fracture of midcervical section of neck of femur
820.13,6904,82013,Fx base femoral nck-open,Open fracture of base of neck of femur
820.19,6905,82019,Fx femur intrcap NEC-opn,Other open transcervical fracture of neck of femur
820.20,6906,82020,Trochanteric fx NOS-clos,Closed fracture of trochanteric section of neck of femur
820.21,6907,82021,Intertrochanteric fx-cl,Closed fracture of intertrochanteric section of neck of femur
820.22,6908,82022,Subtrochanteric fx-close,Closed fracture of subtrochanteric section of neck of femur
820.30,6909,82030,Trochanteric fx NOS-open,"Open fracture of trochanteric section of neck of femur, unspecified"
820.31,6910,82031,Intertrochanteric fx-opn,Open fracture of intertrochanteric section of neck of femur
820.32,6911,82032,Subtrochanteric fx-open,Open fracture of subtrochanteric section of neck of femur
820.8,6912,8208,Fx neck of femur NOS-cl,Closed fracture of unspecified part of neck of femur
820.9,6913,8209,Fx neck of femur NOS-opn,Open fracture of unspecified part of neck of femur
821.00,6914,82100,Fx femur NOS-closed,Closed fracture of unspecified part of femur
821.01,6915,82101,Fx femur shaft-closed,Closed fracture of shaft of femur
821.10,6916,82110,Fx femur NOS-open,Open fracture of unspecified part of femur
821.11,6917,82111,Fx femur shaft-open,Open fracture of shaft of femur
821.20,6918,82120,Fx low end femur NOS-cl,"Closed fracture of lower end of femur, unspecified part"
821.21,6919,82121,Fx femoral condyle-close,"Closed fracture of condyle, femoral"
821.22,6920,82122,Fx low femur epiphy-clos,"Closed fracture of epiphysis, lower (separation) of femur"
821.23,6921,82123,Supracondyl fx femur-cl,Closed supracondylar fracture of femur
821.29,6922,82129,Fx low end femur NEC-cl,Other closed fracture of lower end of femur
821.30,6923,82130,Fx low end femur NOS-opn,"Open fracture of lower end of femur, unspecified part"
821.31,6924,82131,Fx femoral condyle-open,"Open fracture of condyle, femoral"
821.32,6925,82132,Fx low femur epiphy-open,Open fracture of epiphysis. Lower (separation) of femur
821.33,6926,82133,Supracondyl fx femur-opn,Open supracondylar fracture of femur
821.39,6927,82139,Fx low end femur NEC-opn,Other open fracture of lower end of femur
822.0,6928,8220,Fracture patella-closed,Closed fracture of patella
822.1,6929,8221,Fracture patella-open,Open fracture of patella
647.11,6930,64711,Gonorrhea-delivered,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
647.13,6932,64713,Gonorrhea-antepartum,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
647.14,6933,64714,Gonorrhea-postpartum,"Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
647.20,6934,64720,Other VD in preg-unspec,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
647.21,6935,64721,Other vd-delivered,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
647.22,6936,64722,Other vd-delivered w p/p,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
647.23,6937,64723,Other vd-antepartum,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
647.24,6938,64724,Other vd-postpartum,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication"
647.30,6939,64730,TB in preg-unspecified,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
647.31,6940,64731,Tuberculosis-delivered,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
647.32,6941,64732,Tuberculosis-deliv w p/p,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
647.33,6942,64733,Tuberculosis-antepartum,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
647.34,6943,64734,Tuberculosis-postpartum,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication"
647.40,6944,64740,Malaria in preg-unspec,"Malaria in the mother, unspecified as to episode of care or not applicable"
647.41,6945,64741,Malaria-delivered,"Malaria in the mother, delivered, with or without mention of antepartum condition"
647.42,6946,64742,Malaria-delivered w p/p,"Malaria in the mother, delivered, with mention of postpartum complication"
647.43,6947,64743,Malaria-antepartum,"Malaria in the mother, antepartum condition or complication"
647.44,6948,64744,Malaria-postpartum,"Malaria in the mother, postpartum condition or complication"
656.23,6949,65623,Abo isoimmunizat-antepar,"Isoimmunization from other and unspecified blood-group incompatibility, antepartum condition or complication"
656.30,6950,65630,Fetal distress-unspec,"Fetal distress, affecting management of mother, unspecified as to episode of care or not applicable"
656.31,6951,65631,Fetal distress-delivered,"Fetal distress, affecting management of mother, delivered, with or without mention of antepartum condition"
656.33,6952,65633,Fetal distress-antepart,"Fetal distress, affecting management of mother, antepartum condition or complication"
656.40,6953,65640,Intrauterine death-unsp,"Intrauterine death, affecting management of mother, unspecified as to episode of care or not applicable"
656.41,6954,65641,Intrauter death-deliver,"Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition"
656.43,6955,65643,Intrauter death-antepart,"Intrauterine death, affecting management of mother, antepartum condition or complication"
656.50,6956,65650,Poor fetal growth-unspec,"Poor fetal growth, affecting management of mother, unspecified as to episode of care or not applicable"
656.51,6957,65651,Poor fetal growth-deliv,"Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
656.53,6958,65653,Poor fetal grth-antepart,"Poor fetal growth, affecting management of mother, antepartum condition or complication"
656.60,6959,65660,Excess fetal grth-unspec,"Excessive fetal growth, affecting management of mother, unspecified as to episode of care or not applicable"
656.61,6960,65661,Excess fetal grth-deliv,"Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
656.63,6961,65663,Excess fet grth-antepart,"Excessive fetal growth, affecting management of mother, antepartum condition or complication"
656.70,6962,65670,Oth placent cond-unspec,"Other placental conditions, affecting management of mother, unspecified as to episode of care or not applicable"
656.71,6963,65671,Oth placent cond-deliver,"Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition"
656.73,6964,65673,Oth placent cond-antepar,"Other placental conditions, affecting management of mother, antepartum condition or complication"
656.80,6965,65680,Fet/plac prob NEC-unspec,"Other specified fetal and placental problems, affecting management of mother, unspecified as to episode of care or not applicable"
656.81,6966,65681,Fet/plac prob NEC-deliv,"Other specified fetal and placental problems, affecting management of mother, delivered, with or without mention of antepartum condition"
656.83,6967,65683,Fet/plac prob NEC-antepa,"Other specified fetal and placental problems, affecting management of mother, antepartum condition or complication"
656.90,6968,65690,Fet/plac prob NOS-unspec,"Unspecified fetal and placental problem, affecting management of mother, unspecified as to episode of care or not applicable"
656.91,6969,65691,Fet/plac prob NOS-deliv,"Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition"
656.93,6970,65693,Fet/plac prob NOS-antepa,"Unspecified fetal and placental problem, affecting management of mother, antepartum condition or complication"
657.00,6971,65700,Polyhydramnios-unspec,"Polyhydramnios, unspecified as to episode of care or not applicable"
657.01,6972,65701,Polyhydramnios-delivered,"Polyhydramnios, delivered, with or without mention of antepartum condition"
657.03,6973,65703,Polyhydramnios-antepart,"Polyhydramnios, antepartum condition or complication"
658.00,6974,65800,Oligohydramnios-unspec,"Oligohydramnios, unspecified as to episode of care or not applicable"
658.01,6975,65801,Oligohydramnios-deliver,"Oligohydramnios, delivered, with or without mention of antepartum condition"
658.03,6976,65803,Oligohydramnios-antepar,"Oligohydramnios, antepartum condition or complication"
658.10,6977,65810,Prem rupt membran-unspec,"Premature rupture of membranes, unspecified as to episode of care or not applicable"
658.11,6978,65811,Prem rupt membran-deliv,"Premature rupture of membranes, delivered, with or without mention of antepartum condition"
658.13,6979,65813,Prem rupt memb-antepart,"Premature rupture of membranes, antepartum condition or complication"
658.20,6980,65820,Prolong rupt memb-unspec,"Delayed delivery after spontaneous or unspecified rupture of membranes, unspecified as to episode of care or not applicable"
658.90,7088,65890,Amniotic prob NOS-unspec,"Unspecified problem associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable"
658.91,7089,65891,Amniotic prob NOS-deliv,"Unspecified problem associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition"
658.93,7090,65893,Amnion prob NOS-antepart,"Unspecified problem associated with amniotic cavity and membranes, antepartum condition or complication"
659.00,7091,65900,Fail mechan induct-unsp,"Failed mechanical induction of labor, unspecified as to episode of care or not applicable"
659.01,7092,65901,Fail mech induct-deliver,"Failed mechanical induction of labor, delivered, with or without mention of antepartum condition"
659.03,7093,65903,Fail mech induct-antepar,"Failed mechanical induction of labor, antepartum condition or complication"
659.10,7094,65910,Fail induction NOS-unsp,"Failed medical or unspecified induction of labor, unspecified as to episode of care or not applicable"
659.11,7095,65911,Fail induction NOS-deliv,"Failed medical or unspecified induction of labor, delivered, with or without mention of antepartum condition"
659.13,7096,65913,Fail induct NOS-antepart,"Failed medical or unspecified induction of labor, antepartum condition or complication"
659.20,7097,65920,Pyrexia in labor-unspec,"Maternal pyrexia during labor, unspecified, unspecified as to episode of care or not applicable"
659.21,7098,65921,Pyrexia in labor-deliver,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition"
659.23,7099,65923,Pyrexia in labor-antepar,"Maternal pyrexia during labor, unspecified, antepartum condition or complication"
659.30,7100,65930,Septicemia in labor-unsp,"Generalized infection during labor, unspecified as to episode of care or not applicable"
659.31,7101,65931,Septicem in labor-deliv,"Generalized infection during labor, delivered, with or without mention of antepartum condition"
659.33,7102,65933,Septicem in labor-antepa,"Generalized infection during labor, antepartum condition or complication"
659.40,7103,65940,Grand multiparity-unspec,"Grand multiparity, unspecified as to episode of care or not applicable"
659.41,7104,65941,Grand multiparity-deliv,"Grand multiparity, delivered, with or without mention of antepartum condition"
659.43,7105,65943,Grand multiparity-antepa,"Grand multiparity, antepartum condition or complication"
659.50,7106,65950,Elderly primigravid-unsp,"Elderly primigravida, unspecified as to episode of care or not applicable"
659.51,7107,65951,Elderly primigravida-del,"Elderly primigravida, delivered, with or without mention of antepartum condition"
659.53,7108,65953,Elder primigravid-antepa,"Elderly primigravida, antepartum condition or complication"
659.60,7109,65960,Elderly multigravida-uns,"Elderly multigravida, unspecified as to episode of care or not applicable"
659.61,7110,65961,Elderly multigravida-del,"Elderly multigravida, delivered with or without mention of antepartum condition"
659.63,7111,65963,Elderly multigravd-antep,"Elderly multigravida, antepartum condition or complication"
659.70,7112,65970,Abn ftl hrt rate/rhy-uns,"Abnormality in fetal heart rate or rhythm, unspecified as to episode of care or not applicable"
659.71,7113,65971,Abn ftl hrt rate/rhy-del,"Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition"
659.73,7114,65973,Abn ftl hrt rate/rhy-ant,"Abnormality in fetal heart rate or rhythm, antepartum condition or complication"
659.80,7115,65980,Complic labor NEC-unsp,"Other specified indications for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable"
659.81,7116,65981,Complic labor NEC-deliv,"Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition"
659.83,7117,65983,Compl labor NEC-antepart,"Other specified indications for care or intervention related to labor and delivery, antepartum condition or complication"
659.90,7118,65990,Complic labor NOS-unsp,"Unspecified indication for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable"
659.91,7119,65991,Complic labor NOS-deliv,"Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition"
659.93,7120,65993,Compl labor NOS-antepart,"Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication"
660.00,7121,66000,Obstruct/fet malpos-unsp,"Obstruction caused by malposition of fetus at onset of labor, unspecified as to episode of care or not applicable"
660.01,7122,66001,Obstruc/fet malpos-deliv,"Obstruction caused by malposition of fetus at onset of labor, delivered, with or without mention of antepartum condition"
660.03,7123,66003,Obstruc/fet malpos-antep,"Obstruction caused by malposition of fetus at onset of labor, antepartum condition or complication"
660.10,7124,66010,Bony pelv obstruc-unspec,"Obstruction by bony pelvis during labor, unspecified as to episode of care or not applicable"
660.11,7125,66011,Bony pelv obstruct-deliv,"Obstruction by bony pelvis during labor, delivered, with or without mention of antepartum condition"
660.13,7126,66013,Bony pelv obstruc-antepa,"Obstruction by bony pelvis during labor, antepartum condition or complication"
660.20,7127,66020,Abn pelv tiss obstr-unsp,"Obstruction by abnormal pelvic soft tissues during labor, unspecified as to episode of care or not applicable"
660.21,7128,66021,Abn pelv tis obstr-deliv,"Obstruction by abnormal pelvic soft tissues during labor, delivered, with or without mention of antepartum condition"
660.23,7129,66023,Abn pelv tis obstr-antep,"Obstruction by abnormal pelvic soft tissues during labor, antepartum condition or complication"
660.30,7130,66030,Persist occipitpost-unsp,"Deep transverse arrest and persistent occipitoposterior position, unspecified as to episode of care or not applicable"
660.31,7131,66031,Persist occiptpost-deliv,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition"
660.33,7132,66033,Persist occiptpost-antep,"Deep transverse arrest and persistent occipitoposterior position, antepartum condition or complication"
660.40,7133,66040,Shoulder dystocia-unspec,"Shoulder (girdle) dystocia, unspecified as to episode of care or not applicable"
660.41,7134,66041,Shoulder dystocia-deliv,"Shoulder (girdle) dystocia, delivered, with or without mention of antepartum condition"
649.60,7135,64960,Uterine size descrp-unsp,"Uterine size date discrepancy, unspecified as to episode of care or not applicable"
649.61,7136,64961,Uterine size descrep-del,"Uterine size date discrepancy, delivered, with or without mention of antepartum condition"
649.62,7137,64962,Uterine size-del w p/p,"Uterine size date discrepancy, delivered, with mention of postpartum complication"
649.63,7138,64963,Uterine size des-antepar,"Uterine size date discrepancy, antepartum condition or complication"
649.64,7139,64964,Uterine size descrep-p/p,"Uterine size date discrepancy, postpartum condition or complication"
702.0,7140,7020,Actinic keratosis,Actinic keratosis
702.11,7141,70211,Inflamed sbrheic keratos,Inflamed seborrheic keratosis
702.19,7142,70219,Other sborheic keratosis,Other seborrheic keratosis
658.21,6981,65821,Prolong rupt memb-deliv,"Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without mention of antepartum condition"
658.23,6982,65823,Prolong rup memb-antepar,"Delayed delivery after spontaneous or unspecified rupture of membranes, antepartum condition or complication"
658.30,6983,65830,Artific rupt membr-unsp,"Delayed delivery after artificial rupture of membranes, unspecified as to episode of care or not applicable"
658.31,6984,65831,Artific rupt membr-deliv,"Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition"
658.33,6985,65833,Artif rupt memb-antepart,"Delayed delivery after artificial rupture of membranes, antepartum condition or complication"
658.40,6986,65840,Amniotic infection-unsp,"Infection of amniotic cavity, unspecified as to episode of care or not applicable"
658.41,6987,65841,Amniotic infection-deliv,"Infection of amniotic cavity, delivered, with or without mention of antepartum condition"
