ICD code,short title,long title,male rate,female rate,male to female rate ratio,male freq,female freq
51852,Ot pul insuf fol trm/srg,"Other pulmonary insufficiency, not elsewhere classified, following trauma and surgery",0.0013657056145675265,0.0013063859217705373,1.0454074801392483,45.0,34.0
51853,Ac/chr rsp flr fol tr/sg,Acute and chronic respiratory failure following trauma and surgery,9.104704097116843e-05,7.684623069238454e-05,1.1847951441578148,3.0,2.0
5187,Transfsn rel ac lung inj,Transfusion related acute lung injury (TRALI),0.00015174506828528073,0.00026896180742334586,0.5641881638846737,5.0,7.0
51881,Acute respiratry failure,Acute respiratory failure,0.12212443095599393,0.13344347959732575,0.9151772070431033,4024.0,3473.0
51882,Other pulmonary insuff,"Other pulmonary insufficiency, not elsewhere classified",0.011805766312594841,0.014293398908783525,0.8259593388483691,389.0,372.0
51883,Chronic respiratory fail,Chronic respiratory failure,0.005462822458270106,0.005801890417275033,0.9415590549598528,180.0,151.0
51884,Acute & chronc resp fail,Acute and chronic respiratory failure,0.010500758725341426,0.012987012987012988,0.8085584218512898,346.0,338.0
51889,Other lung disease NEC,"Other diseases of lung, not elsewhere classified",0.01031866464339909,0.013601782832552064,0.7586258926810867,340.0,354.0
51901,Tracheostomy infection,Infection of tracheostomy,0.0003338391502276176,0.00042265426880811494,0.7898634294385434,11.0,11.0
51902,Tracheostomy - mech comp,Mechanical complication of tracheostomy,0.002154779969650986,0.0030738492276953817,0.7010037936267071,71.0,80.0
51909,Tracheostomy comp NEC,Other tracheostomy complications,0.0020333839150227617,0.002113271344040575,0.9621972685887707,67.0,55.0
51911,Acute bronchospasm,Acute bronchospasm,0.00030349013657056146,0.00030738492276953815,0.9873292867981791,10.0,8.0
51919,Trachea & bronch dis NEC,Other diseases of trachea and bronchus,0.006433990895295903,0.01237224314147391,0.5200343075806558,212.0,322.0
5192,Mediastinitis,Mediastinitis,0.0009408194233687405,0.0006531929608852686,1.44033919485852,31.0,17.0
5193,Mediastinum disease NEC,"Other diseases of mediastinum, not elsewhere classified",0.00015174506828528073,0.0003842311534619227,0.39493171471927163,5.0,10.0
5194,Disorders of diaphragm,Disorders of diaphragm,0.0008497723823975721,0.0005379236148466917,1.5797268588770867,28.0,14.0
5198,Resp system disease NEC,"Other diseases of respiratory system, not elsewhere classified",0.0004855842185128983,0.0007684623069238454,0.6318907435508345,16.0,20.0
5199,Resp system disease NOS,Unspecified disease of respiratory system,9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
5206,Tooth eruption disturb,Disturbances in tooth eruption,0.00024279210925644916,0.0001152693460385768,2.106302478502782,8.0,3.0
52100,Dental caries NOS,"Dental caries, unspecified",0.0018512898330804248,0.0013832321524629217,1.338379699881976,61.0,36.0
52109,Dental caries NEC,Other dental caries,0.0003338391502276176,0.00030738492276953815,1.086062215477997,11.0,8.0
5712,Alcohol cirrhosis liver,Alcoholic cirrhosis of liver,0.02667678300455235,0.012410666256820102,2.1495045030231563,879.0,323.0
5713,Alcohol liver damage NOS,"Alcoholic liver damage, unspecified",0.0006676783004552352,7.684623069238454e-05,8.688497723823977,22.0,2.0
57140,Chronic hepatitis NOS,"Chronic hepatitis, unspecified",3.0349013657056145e-05,0.0001152693460385768,0.2632878098128478,1.0,3.0
57142,Autoimmune hepatitis,Autoimmune hepatitis,0.0002731411229135053,0.0015369246138476908,0.1777192716236722,9.0,40.0
57149,Chronic hepatitis NEC,Other chronic hepatitis,0.00018209408194233686,0.000999000999000999,0.1822761760242792,6.0,26.0
5715,Cirrhosis of liver NOS,Cirrhosis of liver without mention of alcohol,0.02430955993930197,0.01867363405824944,1.3018119485190804,801.0,486.0
5716,Biliary cirrhosis,Biliary cirrhosis,0.0004552352048558422,0.001575347729193883,0.28897442540434515,15.0,41.0
5718,Chronic liver dis NEC,Other chronic nonalcoholic liver disease,0.004582701062215478,0.004687620072235457,0.9776178511903281,151.0,122.0
5719,Chronic liver dis NOS,Unspecified chronic liver disease without mention of alcohol,0.00012139605462822458,0.0001152693460385768,1.053151239251391,4.0,3.0
5720,Abscess of liver,Abscess of liver,0.0018209408194233688,0.0013832321524629217,1.3164390490642388,60.0,36.0
5721,Portal pyemia,Portal pyemia,0.00012139605462822458,7.684623069238454e-05,1.5797268588770865,4.0,2.0
5722,Hepatic encephalopathy,Hepatic encephalopathy,0.012776934749620637,0.009413663259817106,1.3572755256882723,421.0,245.0
5723,Portal hypertension,Portal hypertension,0.0204855842185129,0.012756474294935833,1.6058970327440263,675.0,332.0
5724,Hepatorenal syndrome,Hepatorenal syndrome,0.006858877086494689,0.0046107738415430725,1.4875761254425899,226.0,120.0
5728,"Oth sequela, chr liv dis",Other sequelae of chronic liver disease,0.0038543247344461303,0.0027664643049258434,1.3932313269263192,127.0,72.0
5730,Chr passiv congest liver,Chronic passive congestion of liver,0.001244309559939302,0.001267962806424345,0.9813454729387961,41.0,33.0
5731,Hepatitis in viral dis,Hepatitis in viral diseases classified elsewhere,6.069802731411229e-05,0.0001152693460385768,0.5265756196256955,2.0,3.0
5733,Hepatitis NOS,"Hepatitis, unspecified",0.0022154779969650986,0.002728041189579651,0.8121131035072346,73.0,71.0
5734,Hepatic infarction,Hepatic infarction,0.00030349013657056146,0.0004610773841543072,0.6582195245321194,10.0,12.0
5735,Hepatopulmonary syndrome,Hepatopulmonary syndrome,9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
5738,Liver disorders NEC,Other specified disorders of liver,0.00291350531107739,0.002420656266810113,1.2036014162873039,96.0,63.0
5739,Liver disorder NOS,Unspecified disorder of liver,0.0006069802731411229,0.0005763467301928841,1.0531512392513909,20.0,15.0
57400,Cholelith w ac cholecyst,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction",0.0016084977238239758,0.001998001998001998,0.8050531107738998,53.0,52.0
57401,Cholelith/ac gb inf-obst,"Calculus of gallbladder with acute cholecystitis, with obstruction",0.0002731411229135053,0.00034580803811573043,0.7898634294385432,9.0,9.0
57410,Cholelith w cholecys NEC,"Calculus of gallbladder with other cholecystitis, without mention of obstruction",0.0025189681335356603,0.0032275416890801506,0.7804602933737987,83.0,84.0
57411,Cholelith/gb inf NEC-obs,"Calculus of gallbladder with other cholecystitis, with obstruction",9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
57420,Cholelithiasis NOS,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction",0.005857359635811836,0.005878736647967417,0.996363672429012,193.0,153.0
57421,Cholelithias NOS w obstr,"Calculus of gallbladder without mention of cholecystitis, with obstruction",0.00018209408194233686,0.0002305386920771536,0.7898634294385433,6.0,6.0
57430,Choledocholith/ac gb inf,"Calculus of bile duct with acute cholecystitis, without mention of obstruction",0.00018209408194233686,0.00015369246138476907,1.1847951441578148,6.0,4.0
57431,Choledochlith/ac gb-obst,"Calculus of bile duct with acute cholecystitis, with obstruction",0.0004855842185128983,0.00034580803811573043,1.404201652335188,16.0,9.0
57440,Choledochlith/gb inf NEC,"Calculus of bile duct with other cholecystitis, without mention of obstruction",0.00012139605462822458,0.0002305386920771536,0.5265756196256955,4.0,6.0
57441,Choledochlith/gb NEC-obs,"Calculus of bile duct with other cholecystitis, with obstruction",0.0003338391502276176,0.00026896180742334586,1.2412139605462824,11.0,7.0
57450,Choledocholithiasis NOS,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction",0.0018209408194233688,0.0016521939598862676,1.1021350178212233,60.0,43.0
57451,Choledochlith NOS w obst,"Calculus of bile duct without mention of cholecystitis, with obstruction",0.0024279210925644916,0.0031891185737339582,0.7613141488564272,80.0,83.0
57460,Gall&bil cal w/ac w/o ob,"Calculus of gallbladder and bile duct with acute cholecystitis, without mention of obstruction",0.00012139605462822458,0.0001152693460385768,1.053151239251391,4.0,3.0
57461,Gall&bil cal w/ac w obs,"Calculus of gallbladder and bile duct with acute cholecystitis, with obstruction",0.0003338391502276176,0.0003842311534619227,0.8688497723823976,11.0,10.0
57470,Gal&bil cal w/oth w/o ob,"Calculus of gallbladder and bile duct with other cholecystitis, without mention of obstruction",0.00018209408194233686,0.00026896180742334586,0.6770257966616086,6.0,7.0
57471,Gall&bil cal w/oth w obs,"Calculus of gallbladder and bile duct with other cholecystitis, with obstruction",0.0003338391502276176,0.00042265426880811494,0.7898634294385434,11.0,11.0
57480,Gal&bil cal w/ac&chr w/o,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis, without mention of obstruction",9.104704097116843e-05,0.00015369246138476907,0.5923975720789074,3.0,4.0
57481,Gal&bil cal w/ac&ch w ob,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis, with obstruction",0.0002731411229135053,0.00030738492276953815,0.8885963581183611,9.0,8.0
57490,Gall&bil cal w/o cho w/o,"Calculus of gallbladder and bile duct without cholecystitis, without mention of obstruction",0.00030349013657056146,0.00042265426880811494,0.7180576631259484,10.0,11.0
57491,Gall&bil cal w/o ch w ob,"Calculus of gallbladder and bile duct without cholecystitis, with obstruction",0.0008801213960546282,0.0009605778836548068,0.9162415781487101,29.0,25.0
5750,Acute cholecystitis,Acute cholecystitis,0.003520485584218513,0.0023053869207715363,1.5270692969145168,116.0,60.0
57510,Cholecystitis NOS,"Cholecystitis, unspecified",0.0007283763277693475,0.0004995004995004995,1.4582094081942336,24.0,13.0
57511,Chronic cholecystitis,Chronic cholecystitis,0.002094081942336874,0.0018058864212710368,1.159586736835308,69.0,47.0
57512,Acte & chr cholecystitis,Acute and chronic cholecystitis,0.0005159332321699545,0.0006916160762314609,0.7459821278030686,17.0,18.0
5752,Obstruction gallbladder,Obstruction of gallbladder,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
5753,Hydrops of gallbladder,Hydrops of gallbladder,9.104704097116843e-05,0.0001152693460385768,0.7898634294385433,3.0,3.0
5754,Perforation gallbladder,Perforation of gallbladder,0.0003641881638846737,0.0004610773841543072,0.7898634294385433,12.0,12.0
5755,Fistula of gallbladder,Fistula of gallbladder,0.00012139605462822458,0.00015369246138476907,0.7898634294385433,4.0,4.0
5756,Gb cholesterolosis,Cholesterolosis of gallbladder,9.104704097116843e-05,0.00019211557673096135,0.4739180576631259,3.0,5.0
5758,Dis of gallbladder NEC,Other specified disorders of gallbladder,0.000637329286798179,0.0005379236148466917,1.1847951441578148,21.0,14.0
5759,Dis of gallbladder NOS,Unspecified disorder of gallbladder,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
5761,Cholangitis,Cholangitis,0.011350531107738999,0.011065857219703374,1.0257254257292194,374.0,288.0
5762,Obstruction of bile duct,Obstruction of bile duct,0.0066160849772382395,0.005456082379159302,1.212607236743679,218.0,142.0
5763,Perforation of bile duct,Perforation of bile duct,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
5764,Fistula of bile duct,Fistula of bile duct,0.00024279210925644916,0.0002305386920771536,1.053151239251391,8.0,6.0
5768,Dis of biliary tract NEC,Other specified disorders of biliary tract,0.005189681335356601,0.00422654268808115,1.2278786039453717,171.0,110.0
5770,Acute pancreatitis,Acute pancreatitis,0.016418816388467376,0.01613770844540075,1.0174193222053618,541.0,420.0
5771,Chronic pancreatitis,Chronic pancreatitis,0.008042488619119879,0.0063782371474679165,1.2609265590434577,265.0,166.0
5772,Pancreat cyst/pseudocyst,Cyst and pseudocyst of pancreas,0.003338391502276176,0.003534926611849689,0.944401926502606,110.0,92.0
5778,Pancreatic disease NEC,Other specified diseases of pancreas,0.0017602427921092564,0.001729040190578652,1.0180461979430113,58.0,45.0
5779,Pancreatic disease NOS,Unspecified disease of pancreas,0.0009104704097116844,0.0009221547683086144,0.9873292867981791,30.0,24.0
5780,Hematemesis,Hematemesis,0.008133535660091047,0.006147698455390763,1.32302124430956,268.0,160.0
5781,Blood in stool,Blood in stool,0.012169954476479514,0.011104280335049566,1.0959696719891205,401.0,289.0
5789,Gastrointest hemorr NOS,"Hemorrhage of gastrointestinal tract, unspecified",0.024127465857359635,0.023130715438407747,1.0430920704379432,795.0,602.0
5790,Celiac disease,Celiac disease,0.0013960546282245827,0.0019595788826558057,0.7124258383171175,46.0,51.0
5793,Intest postop nonabsorb,Other and unspecified postsurgical nonabsorption,0.0013353566009104705,0.0032275416890801506,0.4137379868487608,44.0,84.0
5798,Intest malabsorption NEC,Other specified intestinal malabsorption,0.0004855842185128983,0.00030738492276953815,1.5797268588770865,16.0,8.0
5799,Intest malabsorption NOS,Unspecified intestinal malabsorption,0.00024279210925644916,0.00042265426880811494,0.5744461305007588,8.0,11.0
5800,Ac proliferat nephritis,Acute glomerulonephritis with lesion of proliferative glomerulonephritis,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
5804,Ac rapidly progr nephrit,Acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
58089,Acute nephritis NEC,Acute glomerulonephritis with other specified pathological lesion in kidney,0.0009711684370257966,0.0005763467301928841,1.6850419828022254,32.0,15.0
5809,Acute nephritis NOS,Acute glomerulonephritis with unspecified pathological lesion in kidney,0.00042488619119878605,0.00015369246138476907,2.7645220030349016,14.0,4.0
5811,Epimembranous nephritis,Nephrotic syndrome with lesion of membranous glomerulonephritis,0.00018209408194233686,0.00015369246138476907,1.1847951441578148,6.0,4.0
5812,Membranoprolif nephrosis,Nephrotic syndrome with lesion of membranoproliferative glomerulonephritis,3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
58181,Nephrotic syn in oth dis,Nephrotic syndrome in diseases classified elsewhere,0.00012139605462822458,0.00042265426880811494,0.2872230652503794,4.0,11.0
5819,Nephrotic syndrome NOS,Nephrotic syndrome with unspecified pathological lesion in kidney,0.00042488619119878605,0.0005379236148466917,0.7898634294385434,14.0,14.0
5821,Chr membranous nephritis,Chronic glomerulonephritis with lesion of membranous glomerulonephritis,0.00030349013657056146,0.0001152693460385768,2.6328780981284776,10.0,3.0
5822,Chr membranoprolif nephr,Chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis,3.0349013657056145e-05,0.00015369246138476907,0.19746585735963582,1.0,4.0
58281,Chr nephritis in oth dis,Chronic glomerulonephritis in diseases classified elsewhere,0.00012139605462822458,0.002420656266810113,0.050150059011971004,4.0,63.0
58289,Chronic nephritis NEC,Chronic glomerulonephritis with other specified pathological lesion in kidney,0.00024279210925644916,0.0001152693460385768,2.106302478502782,8.0,3.0
5829,Chronic nephritis NOS,Chronic glomerulonephritis with unspecified pathological lesion in kidney,0.0005159332321699545,0.00042265426880811494,1.2206980273141124,17.0,11.0
5831,Membranous nephritis NOS,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranous glomerulonephritis",0.00012139605462822458,0.00015369246138476907,0.7898634294385433,4.0,4.0
5832,Membranoprolif nephr NOS,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis",3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
58381,Nephritis NOS in oth dis,"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere",0.009377845220030349,0.010950587873664796,0.8563782445491575,309.0,285.0
58389,Nephritis NEC,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney",0.0003945371775417299,0.0003842311534619227,1.0268224582701062,13.0,10.0
5839,Nephritis NOS,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney",0.0015174506828528073,0.0013063859217705373,1.161563866821387,50.0,34.0
5845,"Ac kidny fail, tubr necr",Acute kidney failure with lesion of tubular necrosis,0.04072837632776935,0.036309844002151696,1.121689653234418,1342.0,945.0
5846,"Ac kidny fail, cort necr",Acute kidney failure with lesion of renal cortical necrosis,3.0349013657056145e-05,0.00015369246138476907,0.19746585735963582,1.0,4.0
5848,Acute kidney failure NEC,Acute kidney failure with other specified pathological lesion in kidney,0.0007890743550834598,0.0011142703450395758,0.708153419496625,26.0,29.0
5849,Acute kidney failure NOS,"Acute kidney failure, unspecified",0.15714719271623673,0.15142549757934373,1.0377855462148635,5178.0,3941.0
5851,Chro kidney dis stage I,"Chronic kidney disease, Stage I",0.00030349013657056146,0.0001152693460385768,2.6328780981284776,10.0,3.0
5852,Chro kidney dis stage II,"Chronic kidney disease, Stage II (mild)",0.0023368740515933234,0.002113271344040575,1.1058088012139606,77.0,55.0
5853,Chr kidney dis stage III,"Chronic kidney disease, Stage III (moderate)",0.013808801213960546,0.010758472296933835,1.2835280728376328,455.0,280.0
5854,Chr kidney dis stage IV,"Chronic kidney disease, Stage IV (severe)",0.006160849772382398,0.005033428110351187,1.2239868410383534,203.0,131.0
5855,Chron kidney dis stage V,"Chronic kidney disease, Stage V",0.0013353566009104705,0.0019211557673096135,0.6950798179059181,44.0,50.0
5856,End stage renal disease,End stage renal disease,0.0330804248861912,0.032121724429416736,1.0298458589569524,1090.0,836.0
5859,Chronic kidney dis NOS,"Chronic kidney disease, unspecified",0.06585735963581184,0.04860524091293322,1.3549435904202678,2170.0,1265.0
586,Renal failure NOS,"Renal failure, unspecified",0.00024279210925644916,0.00030738492276953815,0.7898634294385433,8.0,8.0
587,Renal sclerosis NOS,"Renal sclerosis, unspecified",0.0002731411229135053,0.00030738492276953815,0.8885963581183611,9.0,8.0
5880,Renal osteodystrophy,Renal osteodystrophy,0.00042488619119878605,0.0004995004995004995,0.8506221547799697,14.0,13.0
5881,Nephrogen diabetes insip,Nephrogenic diabetes insipidus,0.0003641881638846737,0.0007300391915776531,0.49886111332960625,12.0,19.0
58881,Sec hyperparathyrd-renal,Secondary hyperparathyroidism (of renal origin),0.0027921092564491654,0.0029585798816568047,0.943732928679818,92.0,77.0
58889,Impair ren funct dis NEC,Other specified disorders resulting from impaired renal function,0.0006980273141122913,0.0009605778836548068,0.7266743550834598,23.0,25.0
59000,Chr pyelonephritis NOS,Chronic pyelonephritis without lesion of renal medullary necrosis,6.069802731411229e-05,0.00026896180742334586,0.22567526555386952,2.0,7.0
59010,Ac pyelonephritis NOS,Acute pyelonephritis without lesion of renal medullary necrosis,0.0008497723823975721,0.003996003996003996,0.21265553869499243,28.0,104.0
59011,Ac pyelonephr w med necr,Acute pyelonephritis with lesion of renal medullary necrosis,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
5902,Renal/perirenal abscess,Renal and perinephric abscess,9.104704097116843e-05,0.00030738492276953815,0.2961987860394537,3.0,8.0
59080,Pyelonephritis NOS,"Pyelonephritis, unspecified",0.0007283763277693475,0.0023053869207715363,0.31594537177541726,24.0,60.0
5258,Dental disorder NEC,Other specified disorders of the teeth and supporting structures,0.0004855842185128983,0.0003842311534619227,1.263781487101669,16.0,10.0
5259,Dental disorder NOS,Unspecified disorder of the teeth and supporting structures,0.00021244309559939302,0.0002305386920771536,0.9215073343449671,7.0,6.0
5264,Inflammation of jaw,Inflammatory conditions of jaw,0.00018209408194233686,0.0001152693460385768,1.5797268588770865,6.0,3.0
52689,Jaw disease NEC,Other specified diseases of the jaws,6.069802731411229e-05,0.00015369246138476907,0.39493171471927163,2.0,4.0
5269,Jaw disease NOS,Unspecified disease of the jaws,9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
5272,Sialoadenitis,Sialoadenitis,0.0005766312594840668,0.0006916160762314609,0.8337447310740179,19.0,18.0
5273,Salivary gland abscess,Abscess of salivary gland,3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
5275,Sialolithiasis,Sialolithiasis,0.00021244309559939302,7.684623069238454e-05,2.7645220030349016,7.0,2.0
52800,Stomatitis/mucositis NOS,"Stomatitis and mucositis, unspecified",0.00042488619119878605,0.0007684623069238454,0.5529044006069803,14.0,20.0
52801,Mucosits d/t antineo rx,Mucositis (ulcerative) due to antineoplastic therapy,0.0008497723823975721,0.0008068854222700376,1.053151239251391,28.0,21.0
52809,Stomatits & mucosits NEC,Other stomatitis and mucositis (ulcerative),0.0003945371775417299,0.0003842311534619227,1.0268224582701062,13.0,10.0
5282,Oral aphthae,Oral aphthae,6.069802731411229e-05,0.00019211557673096135,0.31594537177541726,2.0,5.0
5283,Cellulitis/abscess mouth,Cellulitis and abscess of oral soft tissues,0.0004855842185128983,0.00042265426880811494,1.1488922610015175,16.0,11.0
5285,Diseases of lips,Diseases of lips,9.104704097116843e-05,3.842311534619227e-05,2.3695902883156297,3.0,1.0
5289,Oral soft tissue dis NEC,Other and unspecified diseases of the oral soft tissues,0.0008194233687405159,0.0005379236148466917,1.5233080424886192,27.0,14.0
5290,Glossitis,Glossitis,0.00015174506828528073,0.0001152693460385768,1.3164390490642388,5.0,3.0
5298,Tongue disorder NEC,Other specified conditions of the tongue,0.00015174506828528073,0.0001152693460385768,1.3164390490642388,5.0,3.0
5300,Achalasia & cardiospasm,Achalasia and cardiospasm,0.0005462822458270106,0.0009221547683086144,0.5923975720789074,18.0,24.0
53010,"Esophagitis, unspecified","Esophagitis, unspecified",0.0036418816388467377,0.0030354261123491893,1.1997925510458884,120.0,79.0
53011,Reflux esophagitis,Reflux esophagitis,0.0004855842185128983,0.0004995004995004995,0.9721396054628224,16.0,13.0
53012,Acute esophagitis,Acute esophagitis,0.0006069802731411229,0.0003842311534619227,1.5797268588770865,20.0,10.0
53013,Eosinophilic esophagitis,Eosinophilic esophagitis,0.00012139605462822458,0.0001152693460385768,1.053151239251391,4.0,3.0
53019,Other esophagitis,Other esophagitis,0.0039453717754172985,0.0031891185737339582,1.2371354918916941,130.0,83.0
53020,Ulc esophagus w/o bleed,Ulcer of esophagus without bleeding,0.0011836115326251896,0.0008068854222700376,1.4668892261001516,39.0,21.0
53021,Ulcer esophagus w bleed,Ulcer of esophagus with bleeding,0.0010622154779969652,0.0008068854222700376,1.3164390490642388,35.0,21.0
5303,Esophageal stricture,Stricture and stenosis of esophagus,0.0036418816388467377,0.0029201567663106123,1.2471527833240157,120.0,76.0
5304,Perforation of esophagus,Perforation of esophagus,0.0002731411229135053,0.0008068854222700376,0.3385128983308042,9.0,21.0
5305,Dyskinesia of esophagus,Dyskinesia of esophagus,0.0006980273141122913,0.0011911165757319602,0.5860277057124677,23.0,31.0
5306,Acq esophag diverticulum,"Diverticulum of esophagus, acquired",0.0004855842185128983,0.0007300391915776531,0.6651481511061417,16.0,19.0
5307,Mallory-weiss syndrome,Gastroesophageal laceration-hemorrhage syndrome,0.003915022761760243,0.0023822331514639205,1.6434255225414856,129.0,62.0
53081,Esophageal reflux,Esophageal reflux,0.10124430955993931,0.11488511488511488,0.8812656858217326,3336.0,2990.0
53082,Esophageal hemorrhage,Esophageal hemorrhage,0.0017602427921092564,0.0010374241143471913,1.696743663238352,58.0,27.0
53084,Tracheoesophageal fstula,Tracheoesophageal fistula,0.0003641881638846737,0.00042265426880811494,0.8616691957511381,12.0,11.0
53085,Barrett's esophagus,Barrett's esophagus,0.0066160849772382395,0.003265964804426343,2.025767383736499,218.0,85.0
53087,Mech comp esophagostomy,Mechanical complication of esophagostomy,0.00012139605462822458,3.842311534619227e-05,3.159453717754173,4.0,1.0
53089,Other dsrders esophagus,Other specified disorders of esophagus,0.000637329286798179,0.0008068854222700376,0.7898634294385432,21.0,21.0
5309,Esophageal disorder NOS,Unspecified disorder of esophagus,6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
53100,Ac stomach ulcer w hem,"Acute gastric ulcer with hemorrhage, without mention of obstruction",0.0009711684370257966,0.0011142703450395758,0.8715734393804615,32.0,29.0
53110,Ac stomach ulcer w perf,"Acute gastric ulcer with perforation, without mention of obstruction",0.00021244309559939302,0.0001152693460385768,1.8430146686899342,7.0,3.0
53130,Acute stomach ulcer NOS,"Acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction",3.0349013657056145e-05,7.684623069238454e-05,0.39493171471927163,1.0,2.0
53140,Chr stomach ulc w hem,"Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction",0.004248861911987861,0.004956581879658803,0.8572161249720625,140.0,129.0
53141,Chr stom ulc w hem-obstr,"Chronic or unspecified gastric ulcer with hemorrhage, with obstruction",6.069802731411229e-05,3.842311534619227e-05,1.5797268588770865,2.0,1.0
53150,Chr stomach ulcer w perf,"Chronic or unspecified gastric ulcer with perforation, without mention of obstruction",0.00018209408194233686,0.00034580803811573043,0.5265756196256954,6.0,9.0
53170,Chr stomach ulcer NOS,"Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction",0.0002731411229135053,0.0005379236148466917,0.5077693474962064,9.0,14.0
53190,Stomach ulcer NOS,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",0.002701062215477997,0.002728041189579651,0.9901104960567656,89.0,71.0
53200,Ac duodenal ulcer w hem,"Acute duodenal ulcer with hemorrhage, without mention of obstruction",0.001426403641881639,0.0010374241143471913,1.3749474512448716,47.0,27.0
53201,Ac duoden ulc w hem-obst,"Acute duodenal ulcer with hemorrhage, with obstruction",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
53210,Ac duodenal ulcer w perf,"Acute duodenal ulcer with perforation, without mention of obstruction",0.00015174506828528073,0.00030738492276953815,0.49366464339908955,5.0,8.0
53220,Ac duoden ulc w hem/perf,"Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction",0.00018209408194233686,0.0001152693460385768,1.5797268588770865,6.0,3.0
53230,Acute duodenal ulcer NOS,"Acute duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction",0.00015174506828528073,3.842311534619227e-05,3.9493171471927164,5.0,1.0
53240,Chr duoden ulcer w hem,"Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction",0.005462822458270106,0.0034965034965034965,1.5623672230652503,180.0,91.0
53250,Chr duoden ulcer w perf,"Chronic or unspecified duodenal ulcer with perforation, without mention of obstruction",0.00024279210925644916,0.0004995004995004995,0.4860698027314112,8.0,13.0
53260,Chr duoden ulc hem/perf,"Chronic or unspecified duodenal ulcer with hemorrhage and perforation, without mention of obstruction",0.00021244309559939302,0.00015369246138476907,1.3822610015174508,7.0,4.0
53270,Chr duodenal ulcer NOS,"Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction",0.00024279210925644916,0.00019211557673096135,1.263781487101669,8.0,5.0
53290,Duodenal ulcer NOS,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction",0.0016995447647951442,0.0013063859217705373,1.3009515308399535,56.0,34.0
53340,Chr peptic ulcer w hem,"Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, without mention of obstruction",0.00018209408194233686,0.00015369246138476907,1.1847951441578148,6.0,4.0
53370,Chronic peptic ulcer NOS,"Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, without mention of obstruction",9.104704097116843e-05,0.00026896180742334586,0.3385128983308043,3.0,7.0
53390,Peptic ulcer NOS,"Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",0.002852807283763278,0.002151694459386767,1.3258421851289834,94.0,56.0
53400,Ac marginal ulcer w hem,"Acute gastrojejunal ulcer with hemorrhage, without mention of obstruction",3.0349013657056145e-05,0.0002305386920771536,0.1316439049064239,1.0,6.0
53440,Chr marginal ulcer w hem,"Chronic or unspecified gastrojejunal ulcer with hemorrhage, without mention of obstruction",0.0004855842185128983,0.0007684623069238454,0.6318907435508345,16.0,20.0
53441,Chr margin ulc w hem-obs,"Chronic or unspecified gastrojejunal ulcer, with hemorrhage, with obstruction",3.0349013657056145e-05,3.842311534619227e-05,0.7898634294385433,1.0,1.0
